source	target
GOLGA7	CD3EAP
GOLGA7	CRYZL1
GOLGA7	OR51E2
GOLGA7	RTFDC1
GOLM1	DPYSL3
GOLM1	HEATR1
GOLM1	HEXA
GOLM1	PPFIBP2
GOLPH3	RAB3D
GOLPH3	MMADHC
GOLPH3	MYBPC2
GOLPH3	OR5C1
GOLPH3	PLCXD2
GOLPH3	LRRC30
GOLPH3	HTR5A-AS1
GOLPH3	C5orf28
GOLPH3	CLTA
GOLPH3	COMMD9
GOLPH3	FMN1
GOLPH3	NNT
GOLPH3	PPP2CB
GOLPH3	RCBTB1
GOLPH3	TTI2
GOLPH3	ZNF786
GON4L	DNMT3A
GON4L	MTF2
GON4L	ZCCHC10
GOPC	DONSON
GOPC	TTC18
GOPC	CCDC121
GOPC	GGNBP2
GOPC	PEX1
GOPC	SHPRH
GOPC	SSBP2
GOPC	ZC2HC1A
GOPC	ZMYM1
GORAB	MUC16
GORAB	BEX5
GORASP1	BRMS1
GORASP1	HERC2
GOSR2	LCE1C
GOSR2	FOXR2
GOSR2	FGFR3
GOSR2	TMEM177
GOSR2	ZNF207
GOT2	PFKP
GOT2	GPAT2
GOT2	SLC44A1
GPALPP1	GCKR
GPALPP1	ZNF280A
GPALPP1	USP50
GPALPP1	ZNF713
GPALPP1	KIF27
GPALPP1	LINC00319
GPALPP1	LINC00323
GPALPP1	DYX1C1
GPALPP1	IFNA21
GPALPP1	KRT33A
GPALPP1	KRT40
GPALPP1	LRRC49
GPALPP1	NEFL
GPALPP1	WBP2NL
GPALPP1	ZC3HAV1L
GPAM	PTPLB
GPAM	PIK3R1
GPATCH4	CCT6A
GPATCH4	RRP36
GPATCH4	TSR1
GPATCH4	UBE2F
GPATCH8	KDM4A
GPATCH8	TCF12
GPBP1	ARID4B
GPBP1	CDC5L
GPBP1	UFM1
GPBP1	USP34
GPC1	SMPD1
GPC1	FNDC4
GPC1	LBP
GPC1	OXT
GPC1	ATP10A
GPC1	NUP188
GPC1	BNIP3L
GPC1	CD248
GPC1	CES2
GPC1	CLIP3
GPC1	CLU
GPC1	CSPG4
GPC1	FTH1
GPC1	NUTF2
GPC1	SLC38A10
GPC1	VAC14
GPC3	ACKR3
GPC4	COL22A1
GPD1	CCDC69
GPD1	CYB5R1
GPD1	HRASLS5
GPD1L	GGCT
GPD1L	MKX
GPD1L	KARS
GPD1L	RNF217
GPD1L	SPAG7
GPD1L	C17orf76-AS1
GPD1L	CEPT1
GPD1L	CNBP
GPD1L	DIS3
GPD1L	DNAJC27
GPD1L	EIF1B
GPD1L	FAM134B
GPD1L	GJC3
GPD1L	PRDX6
GPD1L	RPRD1B
GPD1L	SDE2
GPD1L	SIRT1
GPD1L	SLC19A2
GPD1L	TGDS
GPD2	KIAA0355
GPHN	MPDZ
GPHN	RORB
GPN3	NAA20
GPN3	DERL2
GPN3	PSMG2
GPN3	MRPS30
GPN3	AMZ2
GPN3	TMEM69
GPN3	ZNF433
GPN3	ERLIN2
GPN3	MRPS35
GPN3	SSR3
GPN3	UBXN2A
GPNMB	CTSK
GPNMB	DFNA5
GPNMB	FABP3
GPNMB	ABI3BP
GPNMB	COL8A2
GPNMB	GAS7
GPNMB	MMP2
GPNMB	PAPLN
GPNMB	SFXN3
GPNMB	VWA5A
GPR110	THSD4
GPR114	GPHB5
GPR115	DUSP21
GPR115	OR52I1
GPR115	WIF1
GPR115	C3orf43
GPR115	SRGAP3-AS3
GPR115	CD80
GPR115	IFNA2
GPR115	KRTAP24-1
GPR115	RAB4A
GPR116	DPY19L2
GPR116	SGK223*
GPR116	GFOD1
GPR116	KIAA1462
GPR116	PARM1
GPR116	RALGAPA2
GPR116	SPRED2
GPR124	CD38
GPR124	DSCAML1
GPR133	FNDC1
GPR133	C1QTNF3
GPR133	NHSL1
GPR133	SCARA5
GPR155	KIAA0232
GPR157	CST6
GPR157	CXorf27
GPR157	ABCA12
GPR157	DUSP9
GPR161	KCTD15
GPR18	ITGA4
GPR18	PRKCQ
GPR183	CD72
GPR183	CENPE
GPR183	ABHD2
GPR183	ADTRP
GPR183	ID2
GPR183	KDM2B
GPR183	OSBPL3
GPR183	TNFAIP3
GPR183	TTC39B
GPR34	RNF130
GPR34	PCOLCE2
GPR34	SMARCD3
GPR34	IMPAD1
GPR34	RGL1
GPR34	SESN1
GPR35	GRIK5
GPR35	GRM4
GPR56	ADRB2
GPR56	C20orf112
GPR56	ITPKB
GPR56	NIPAL3
GPR56	PPP1R16B
GPR56	PRKCH
GPR56	SH2D3C
GPR61	FAM155B
GPR64	PXDNL
GPR68	ZCCHC18
GPR97	IGSF9B
GPRASP1	MPHOSPH8
GPSM1	HIST1H4E
GPSM1	KRTAP6-2
GPSM1	HPDL
GPSM1	FAM110C
GPSM1	OR7C2
GPSM1	PRAP1
GPSM1	CDC20B
GPSM1	DLX2
GPSM1	ISX
GPSM1	PDE10A
GPT	TTC38
GPT2	ACACB
GPT2	CSNK2A1
GPT2	GPT
GPT2	SHMT1
GPT2	SMIM3
GPX1	C20orf24
GPX1	EMP2
GPX1	TNRC6C
GPX3	NDRG1
GPX4	PEBP1
GPX4	ORC1
GPX5	SSX1
GPX5	WFDC5
GPX5	DLX6
GPX5	IFNK
GPX5	KRTAP25-1
GPX5	SPINK4
GPX5	OR5T3
GPX5	DPCR1
GPX5	KRT71
GPX5	CLEC4F
GPX5	HDX
GPX5	PAX1
GPX5	SLC13A3
GPX6	OR52E2
GPX6	KCNS1
GRAP2	PVALB
GRAP2	CPNE5
GRAP2	PRR7
GRAP2	LY6G6F
GRAP2	C6orf25
GRAP2	HIST1H2BG
GRAP2	IGF2BP3
GRASP	ADAMTS1
GRB10	EFNA1
GRB2	ESD
GREB1L	KLF5
GREM2	ALG1L2
GREM2	OR6B2
GREM2	PDE6A
GRHL2	PRSS50
GRHPR	SELENBP1
GRHPR	DYNLRB1
GRHPR	UROD
GRID1	KRT24
GRIK1	ALOX12B
GRIN1	NYAP1
GRIN1	MOBP
GRIN1	NRL
GRIN2B	GJB4
GRIN2B	OR2M4
GRIN2B	OR51I1
GRIN2B	CNNM4
GRIN2D	LINC00943
GRIP2	LSMEM2
GRIP2	SLC6A7
GRM1	ATP13A5
GRM1	PGAM4
GRM1	KIF12
GRM1	PHOX2A
GRM1	FABP6
GRM1	ARMC9
GRM1	MAP6D1
GRM1	C1orf87
GRM1	CCDC83
GRM1	CSRNP3
GRM1	DCLK3
GRM1	C9orf96
GRM1	CRYGN
GRM1	GPR152
GRM1	SHROOM1
GRM1	RFX6
GRM1	C9orf129
GRM1	ZNF556
GRM1	SNTG2
GRM1	OR4C12
GRM1	CNR2
GRM1	TLX1
GRM1	IDI2-AS1
GRM1	MGC39545*
GRM1	ANKRD18A
GRM1	ACSM2A
GRM1	ADAM18
GRM1	AGBL4
GRM1	C1orf158
GRM1	CGNL1
GRM1	CLEC5A
GRM1	CNNM1
GRM1	CRISP1
GRM1	DEFB121
GRM1	DLGAP1
GRM1	E2F4
GRM1	GADL1
GRM1	GGT6
GRM1	GOSR2
GRM1	HMGB3
GRM1	KCNJ10
GRM1	LIPC
GRM1	LYPD5
GRM1	MYH2
GRM1	PDE4A
GRM1	PHYHIPL
GRM1	POMGNT1
GRM1	RAD51B
GRM1	SCG3
GRM1	SEC14L4
GRM1	SLC17A8
GRM1	SLC9A1
GRM1	SYT10
GRM1	SYT16
GRM1	TBC1D22B
GRM1	TGFA
GRM1	TMPRSS11BNL
GRM1	TYR
GRM1	UBE3D
GRM1	WDR87
GRM1	ZNF534
GRN	FCGBP
GRN	CAPZB
GRN	MAN2B1
GRN	CTSA
GRN	HPCAL1
GRN	LSM6
GRN	NUP62
GRN	PSAP
GRN	SLC8B1
GRN	TIMP2
GRPEL1	C12orf45
GRPEL1	METTL2A
GRPEL1	CDV3
GRPEL1	GTPBP4
GRPEL1	SH3GLB1
GRPEL2	PIM3
GRPEL2	KLHL15
GRPR	AMBN
GSAP	NFATC2IP
GSE1	ITGA7
GSE1	CEBPA
GSE1	RREB1
GSK3A	CCR8
GSK3A	GPR142
GSK3A	ATG2A
GSK3A	GBGT1
GSK3A	MED25
GSK3A	RAX
GSK3A	UPF3A
GSPT1	INTS10
GSPT1	WDR59
GSPT2	ANKRD34B
GSPT2	C10orf137
GSS	FAM173A
GSS	GPAA1
GSS	TUBB
GSTA4	FMO4
GSTA4	INTU
GSTA4	TSPAN8
GSTA4	GTF3C3
GSTCD	MAP10
GSTM3	GSTM5
GSTM3	GSTM4
GSTZ1	CLDN7
GSTZ1	MYL6B
GTDC1	POFUT1
GTF2A2	RAB26
GTF2F1	ABCD1
GTF2F1	FZD9
GTF2F1	DHPS
GTF3C1	SP2
GTF3C3	AUH
GTF3C5	LIN37
GTPBP1	LINC00552
GTPBP1	MAP3K14-AS1
GTPBP1	SLC6A3
GTSCR1	BUB1B
GTSCR1	MON1A
GTSCR1	ZC2HC1C
GTSCR1	TAAR2
GTSCR1	GCNT4
GTSCR1	ZNF749
GTSCR1	OR52R1
GTSCR1	CALCR
GTSCR1	CBLN4
GTSCR1	CYP2C9
GTSCR1	FGB
GTSCR1	NXPH2
GTSCR1	STYK1
GTSCR1	ZBTB44
GTSCR1	ZSCAN25
GUCY1B3	DNM3
GUCY1B3	DGKE
GUCY1B3	GUCY1A3
GUCY1B3	SLFN11
GUCY1B3	TBXA2R
GUK1	NUDC
GUK1	DPM2
GUK1	CENPM
GUK1	TRIP11
GUK1	ZNF436
GUK1	PNLDC1
GUK1	BEND7
GUK1	EDF1
GUK1	PSMF1
GUK1	SMPD3
GUK1	ST6GALNAC4
GUK1	TSTA3
GUK1	TXNRD2
GUK1	UBXN6
GXYLT1	ACVR1B
GXYLT1	KIF3A
GYG1	PRPS1
GYG1	UTP6
GYPA	C10orf12
GYPA	GBP6
GYPE	ZNF667
GYS1	TMEM164
GYS1	DLAT
GYS1	MMP15
GYS1	SLC25A10
GZF1	SELRC1
GZF1	CYP2U1
GZF1	DNAJC27
GZF1	HSPA14
GZF1	ZNF823
H2AFJ	TTC18
H2AFJ	ERMARD
H2AFJ	KIAA0368
H2AFJ	KIAA1407
H2AFJ	MCTS1
H2AFZ	CKS2
H2AFZ	FOXJ3
HABP2	PDHA2
HADH	AVPI1
HADH	RNMTL1
HADH	MRPL44
HADH	PHGDH
HADH	ECHDC3
HADH	FAM89A
HADH	PHF13
HADH	MAB21L1
HADH	HRSP12
HADH	RARRES2
HADH	NMNAT3
HADH	ACVR1C
HADH	APMAP
HADH	ATL2
HADH	ATPAF1
HADH	CA3
HADH	CALML4
HADH	EPHX2
HADH	ESR1
HADH	L2HGDH
HADH	MED9
HADH	MRPL45
HADH	PFKFB3
HADH	SMIM3
HADH	STAT3
HADH	TFDP2
HADH	THAP3
HADH	TMEM220
HADH	VDAC2
HADH	WDR20
HADHA	SNORA72
HADHA	DLST
HADHA	EEF2
HADHA	MALT1
HADHA	MAP1LC3B
HADHA	MRPS27
HADHA	MSL2
HADHA	ST6GALNAC6
HADHA	STK3
HADHA	TNPO1
HADHB	AK3
HAGHL	RPRM
HAGHL	GLTPD2
HAGHL	HDAC10
HAGHL	HYAL3
HAGHL	PPM1J
HAGHL	PKN1
HAGHL	CABP2
HAGHL	HIST1H1D
HAGHL	FGF3
HAGHL	CASZ1
HAGHL	CNTN4
HAGHL	HS6ST2
HAND2	CXCL14
HAND2	ITGBL1
HAND2	KITLG
HAND2	OSR2
HAND2	RASL12
HAP1	HTR1D
HAP1	KDM8
HAP1	SH3BP5L
HARS	ATIC
HARS	ANKRD54
HARS	AP2A2
HARS	GALK2
HARS	PDCD11
HARS	PDZD7
HARS	PREP
HARS	THPO
HARS2	NAT9
HARS2	NBPF8
HARS2	ACAD8
HARS2	CDS2
HARS2	IRF9
HARS2	METTL17
HARS2	ZNF512
HAS3	APCS
HAS3	OXSR1
HAS3	SS18L1
HAS3	UPB1
HAT1	CST9L
HAT1	C8B
HAT1	CDC42
HAT1	ERVW-1
HAUS2	NUDT19
HAUS2	TMX3
HBB	HBM
HBB	KRTAP12-1
HBB	C1orf210
HBB	CCT8
HBB	FANCE
HBB	MAPKBP1
HBB	NCAM1
HBD	AHSP
HBD	GMPR
HBD	SLC22A4
HBD	HBM
HBD	IFIT1B
HBD	ALAS2
HBD	E2F2
HBD	FAM46C
HBD	FGFR1OP2
HBD	GYPB
HBD	SLC4A1
HBD	SNCA
HBD	TRIM58
HBP1	USE1
HBP1	EIF2B4
HBP1	ELP3
HBP1	EPB41L2
HBP1	FDFT1
HBP1	KCTD3
HBP1	MCCC1
HBP1	PIK3CB
HBP1	PRKAR1A
HBP1	RFTN2
HBP1	VIPAS39
HBS1L	ALDH8A1
HBS1L	FBXO4
HBS1L	IRGC
HCLS1	COTL1
HCLS1	CPPED1
HCLS1	ENTPD1
HCP5	BTN3A2
HDAC1	EZR
HDAC1	LEPROTL1
HDAC11	GSC
HDAC5	EXOC3
HDAC5	BFSP1
HDAC5	RSBN1L
HDAC7	CCAR2
HDAC7	FHOD1
HDAC7	PITPNM2
HDGF2*	OSMR
HDHD1	CNIH4
HDHD1	SAYSD1
HDLBP	ZFP41
HDLBP	ZNF438
HDLBP	CHST3
HDLBP	DPAGT1
HEATR2	C17orf47
HECTD2	POU3F3
HECTD2	KNTC1
HECTD2	C15orf41
HECTD2	NUP107
HECTD2	BBS7
HECTD2	EFHC1
HECTD2	FAM171B
HECTD2	MEX3B
HECTD2	NAV2
HECTD2	SLC7A8
HECW2	ANXA3
HECW2	CPNE4
HECW2	CRHBP
HECW2	EPHA4
HECW2	SYBU
HECW2	TMEM163
HEG1	BICD1
HEG1	SNX2
HEG1	APLNR
HEG1	ENG
HEG1	KIAA1671
HEG1	NOTCH3
HEG1	SH3BP4
HEPACAM	LPHN1
HEPACAM	HEPN1
HEPACAM	ADORA1
HEPH	TRO
HEPH	ZNF300
HERC1	ANKHD1
HERC1	PUM2
HERC2	WFS1
HERC2	ICMT
HES2	C4orf51
HEXDC	RNF31
HEXDC	ZNF335
HEY1	ANKRD10
HEY1	APOLD1
HEY1	EDN1
HEY1	GUCY1B3
HEY1	SEL1L3
HGS	DPP9
HGSNAT	UBQLN4
HHIP	ZG16B
HHIPL2	UBXN11
HIAT1	LRRC40
HIAT1	C2orf74
HIAT1	RNF126
HIAT1	TDG
HIAT1	NUPL1
HIAT1	TSNAX
HIAT1	TUBGCP3
HIATL1	STAT2
HIATL1	ZDHHC7
HIBADH	ARPC1A
HIBADH	SLC41A1
HIBADH	PCSK7
HIBADH	ACSM5
HIBADH	ALDH2
HIBADH	ANO6
HIBADH	C1orf43
HIBADH	C21orf33
HIBADH	DHRS3
HIBADH	GPC3
HIBADH	MLX
HIBADH	NDUFA10
HIBADH	ORMDL3
HIBADH	PCCA
HIBADH	TSPAN3
HIBADH	UNG
HIC2	RSPRY1
HID1	ZNF687
HILPDA	NNAT
HILPDA	PRICKLE2
HINT1	DUSP12
HINT1	TMEM136
HIP1R	TAL1
HIP1R	POPDC2
HIP1R	BMP6
HIPK1	PAN3
HIPK2	ATP2B4
HIPK4	PDILT
HIPK4	BPIFB4
HIPK4	CDCP2
HIPK4	MEP1A
HIRA	PTP4A1
HIST1H2AE	HIST1H3H
HIST1H2BB	OR4D11
HIST1H4K	CA7
HIST2H2AB	ARMC12
HIVEP1	GJB5
HIVEP2	C6orf47
HIVEP2	HNRNPA0
HIVEP2	NFYA
HIVEP2	SMEK2
HIVEP2	USP12
HIVEP2	VEZF1
HIVEP2	ZDHHC17
HK2	ADCY6
HK2	CITED4
HK2	BNC2
HK2	STK35
HKR1	POLE
HKR1	KDM5D
HKR1	SETD4
HKR1	ZMYM3
HLA-DMB	CD1C
HLA-DMB	ENTPD1
HLA-DMB	HLA-DPA1
HLA-DMB	HLA-DPB1
HLA-DOB	ASF1B
HLA-DPA1	CD74
HLA-DPA1	HLA-DMA
HLA-DPA1	HLA-DOA
HLA-DPA1	HLA-DPB1
HLA-DPB1	CIITA
HLA-F	ZSCAN16
HLA-F	HLA-G
HLA-F	PSMB8
HLCS	IRAK1BP1
HLF	C1orf51
HLF	TWIST1
HLF	RIMBP2
HLF	GINS3
HLF	ACSS3
HLF	CDC20
HLF	FAM13A
HLF	FRMD1
HLF	LONRF1
HLF	PER3
HLF	STON1
HM13	C11orf24
HM13	CNDP2
HM13	MGAT4B
HM13	MLH1
HM13	PTBP1
HMG20B	NRM
HMG20B	ANAPC16
HMG20B	DNAJB5
HMGB1	CHTF8
HMGB1	PCNP
HMGB1	RAB14
HMGB1	SNORA63
HMGB1	SSFA2
HMGB1	TLK1
HMGB1	YWHAB
HMGB1	ZNF821
HMGB2	ZNF441
HMGB3	RAC1
HMHA1	DHRS12
HMHA1	MAP4K1
HMHA1	PIK3CD
HMOX1	MFSD5
HMOX1	SLC22A18
HMOX1	IER5L
HMP19*	SIX2
HMP19*	NKX2-8
HMP19*	VAMP1
HN1	PNP
HN1	GCNT2
HN1	RRP12
HN1	SLC25A36
HNF1B	MAMSTR
HNRNPA1	RPS4Y1
HNRNPA1	SNHG1
HNRNPA1	CENPC
HNRNPA1	HMGB2
HNRNPA1	SLC35B4
HNRNPA2B1	MRFAP1L1
HNRNPA2B1	PATE3
HNRNPA2B1	AK8
HNRNPA2B1	MYH4
HNRNPA2B1	HNRNPM
HNRNPA2B1	HNRNPH1
HNRNPA2B1	DDX5
HNRNPA2B1	ITM2B
HNRNPA2B1	LPIN2
HNRNPA2B1	MED23
HNRNPA2B1	MOB1B
HNRNPA2B1	PPHLN1
HNRNPA2B1	SS18L1
HNRNPA2B1	TM9SF2
HNRNPA2B1	TRA2B
HNRNPA2B1	ZNF148
HNRNPA3	GABPB1
HNRNPA3	LTN1
HNRNPA3	STEAP4
HNRNPA3	ZBTB11
HNRNPAB	IRAK1
HNRNPAB	SRA1
HNRNPAB	METTL1
HNRNPAB	CTPS1
HNRNPAB	GARS
HNRNPAB	MARS
HNRNPAB	RPS6KL1
HNRNPAB	RRP12
HNRNPAB	SRPRB
HNRNPAB	TRAK1
HNRNPDL	SP5
HNRNPF	SNRNP35
HNRNPF	BST2
HNRNPF	CHMP4B
HNRNPF	CHTOP
HNRNPF	DDX42
HNRNPF	ERP29
HNRNPF	IGF2R
HNRNPF	KCTD7
HNRNPF	NEK9
HNRNPF	RAB5A
HNRNPF	SEC11A
HNRNPF	SLC35B2
HNRNPF	SMARCD2
HNRNPF	SPOP
HNRNPF	SUN2
HNRNPF	XPO7
HNRNPH3	HTR3C
HNRNPH3	PIGF
HNRNPH3	WNT16
HNRNPK	UBA3
HNRNPL	KCNIP2
HNRNPL	ZNF770
HNRNPLL	CCP110
HNRNPR	SMYD3
HNRNPR	TLN1
HNRNPU	AEBP2
HNRNPU	DDX20
HNRNPU	POLK
HNRNPU	TLR4
HNRNPU-AS1	C1orf54
HNRNPU-AS1	DENND4A
HNRNPU-AS1	UPF1
HOOK3	GXYLT2
HOOK3	6-Mar
HOOK3	CBX5
HOOK3	DNAJC3
HOOK3	NBEAL1
HOOK3	SEL1L
HOOK3	SLC35D1
HOOK3	ZFP91
HOOK3	ZNF395
HOOK3	ZNF621
HOPX	ANKRD49
HOXA7	OR6Y1
HOXB13	COL23A1
HOXB13	NTF4
HOXB13	OR8I2
HOXB13	SNORA84
HOXB13	G6PC
HOXB13	KIAA1456
HOXB13	TMEM194A
HOXB13	TMPPE
HOXB3	AARS2
HOXB3	BTBD7
HOXB3	SHANK3
HOXB3	SSPN
HOXB3	TIMP3
HOXB4	IP6K2
HOXB5	MIEF2
HOXB5	SLC6A2
HOXC11	TDRD9
HOXC6	TMEM200B
HOXC6	DDX21
HOXC6	HOXB5
HOXC6	TMEM30B
HOXC8	HOXC4
HOXD10	BTBD16
HOXD8	HOXD3
HOXD8	HOXD4
HP1BP3	GIGYF2
HP1BP3	KIAA0430
HP1BP3	SFMBT1
HPCAL1	IER5
HPGD	CENPL
HPGDS	RAB7B
HPN	PDE6G
HPS3	SNX14
HPS3	ACTL6B
HPS3	C1orf65
HPS3	ADPRH
HPS3	CA13
HPS3	MDM2
HPS3	TMEM60
HPS3	WDR11
HPS4	IFNA10
HPS4	GAB4
HPS4	PRSS2
HPS4	C9orf53
HPS4	ABCA4
HPS4	FGD1
HPS4	KIF4A
HRASLS5	PREPL
HRH1	ABCA6
HRH1	8-Sep
HRH1	FRMD4B
HRH1	LTC4S
HRH1	MAF
HRH1	SNCAIP
HS3ST2	TCHH
HS6ST1	RDH10
HSD11B1	SYNDIG1
HSD11B1	PRKRIR
HSD17B11	AGO4
HSD17B4	CBX1
HSD17B4	ATP2C1
HSD17B4	CASK
HSD17B4	COG2
HSD17B4	EPRS
HSD17B4	ZMYM4
HSD3B2	SSX1
HSD3B2	STARD10
HSD3B2	PRSS58
HSD3B2	C18orf42
HSD3B2	FOXI2
HSD3B2	GSTM2
HSD3B2	OR5P3
HSD3B2	DAZL
HSD3B2	GRID2
HSD3B2	TAC3
HSD3B2	ZBTB24
HSD3B7	FAM20C
HSDL1	CD200R1L
HSDL1	NEDD1
HSDL1	SNX25
HSDL1	ZFP90
HSDL2	GABPB2
HSDL2	BNIP3
HSDL2	ARIH1
HSDL2	DBT
HSDL2	LDLRAD3
HSDL2	MAN1A2
HSDL2	MID2
HSDL2	OXCT1
HSDL2	PDZD2
HSDL2	RRAGD
HSDL2	SCP2
HSDL2	ZNF592
HSF2	ZNF320
HSPA12A	CTIF
HSPA12A	LRRN3
HSPA12B	PCDH12
HSPA12B	CCM2L
HSPA13	CAPN8
HSPA13	IQSEC2
HSPA13	C10orf91
HSPA13	SYCN
HSPA13	NOC3L
HSPA13	PIN4
HSPA13	SP1
HSPA5	AP4B1
HSPA5	BZW1
HSPA5	HSPA8
HSPA5	HSPA9
HSPA5	MAGT1
HSPA5	PARG
HSPA5	PPIA
HSPA5	SLC35A5
HSPA8	LRRC59
HSPA9	KIAA0391
HSPA9	AHSA1
HSPA9	F8
HSPA9	GART
HSPA9	GNL2
HSPA9	KLHL12
HSPA9	NAPG
HSPA9	NARS
HSPA9	PRKAR1A
HSPA9	RANBP1
HSPA9	RNFT1
HSPA9	RPE
HSPA9	SAR1A
HSPA9	SSBP3
HSPB6	ITFG3
HSPB6	ZNF580
HSPB6	EPHX1
HSPB6	LHPP
HSPB6	AR
HSPB6	FBXL18
HSPB6	KIF3B
HSPB6	NXPE3
HSPB6	PHLDB1
HSPB6	SNED1
HSPB6	SNX33
HSPB6	SOD3
HSPB6	TNKS1BP1
HSPB6	TRIM41
HSPB7	CAV2
HSPB7	HEXIM1
HSPB7	MUM1
HSPB7	MYOT
HSPB7	SLC1A4
HSPB7	TMEM56
HSPB8	KLHL30
HSPB8	BHMT2
HSPB8	DNAJB1
HSPB8	INTS7
HSPB8	PPAP2A
HSPB8	PSMD8
HSPB8	TNIP1
HSPD1	CLPX
HSPD1	GPATCH11
HSPH1	H1FX
HSPH1	ZNF784
HSPH1	CKLF
HSPH1	GALNT1
HSPH1	INTS7
HTR2A	LDHAL6B
HTR2A	OR8B12
HTR2A	ARHGDIG
HTR2A	OLAH
HTR2A	CDKN2B-AS1
HTR2A	GRIK1
HTR2A	NDST3
HTR2A	PIH1D3
HTR7	EDARADD
HTRA1	CLPTM1L
HTRA1	AVL9
HTRA1	HEBP1
HTRA1	ASAH1
HTRA1	C1orf198
HTRA1	CALU
HTRA1	CCDC80
HTRA1	CRTAP
HTRA1	HSPB8
HTRA1	ITIH5
HTRA1	MASK*
HTRA1	SUMF1
HTRA2	HS1BP3
HTRA2	C22orf31
HTRA2	GRK4
HTRA2	MRGBP
HTRA2	ACTR1B
HTRA2	ASB1
HTRA2	ASB6
HTRA2	GEN1
HTRA2	JMJD6
HTRA2	P4HTM
HTRA2	PHF1
HTRA2	RNASEH2C
HTRA2	TEAD2
HTRA2	TOR1A
HTRA2	ZNF574
HYOU1	CRELD2
HYOU1	CEP41
HYOU1	STEAP3
IAPP	OR4A15
IAPP	ASZ1
IAPP	FAR1
IARS	HACL1
IARS	HERC5
IARS	CHD1L
IARS	FARSB
IARS	MRPL3
IARS	WDR7
ICAM2	PNP
ICAM2	INO80C
ICAM2	VAMP5
ICAM2	HDAC1
ICAM2	IFI27
ICAM2	PHC2
ICAM2	RHOC
ICAM2	TM4SF1
ICK	ARMCX1
ICK	SLU7
ID1	C2CD4B
ID1	C11orf96
ID1	SOX18
ID1	NXT1
ID1	ADRB2
ID1	GATA2
ID1	ID3
ID1	SOX17
ID2	SLC20A1
ID2	C12orf5
ID2	EBF1
ID2	UBP1
ID3	C2CD4B
ID3	C8orf4
IDH1	HSPA2
IDH1	CIDEC
IDH1	GULP1
IDH1	OPRK1
IDH1	YWHAZ
IDH2	FAT3
IDH3A	DLG1
IDH3A	FAM20B
IDH3A	HRASLS5
IDH3B	VPS72
IDI1	RSG1
IDI1	KRTAP13-3
IDI1	INSIG1
IDS	KBTBD11
IDS	SRP19
IFI16	TMEM123
IFI16	UBE2J1
IFI27	GMFG
IFI27	HES4
IFI27	FCN3
IFI27	IFI44L
IFI44L	IFIT1
IFI44L	XAF1
IFIT2	IFIT3
IFIT2	SAMD9L
IFITM1	ANXA2R
IFITM1	C19orf66
IFITM1	HLA-B
IFITM1	IFITM2
IFITM1	IRF9
IFNA21	TMSB15A
IFNA21	METTL21C
IFNA21	TNFSF18
IFNA21	OR5AP2
IFNA21	LIPK
IFNA21	OR4D10
IFNA21	TSHB
IFNA21	OR5V1
IFNA21	POTEM
IFNA21	OR6C70
IFNA21	OR5B21
IFNA21	PRPF6
IFNA21	14-Sep
IFNA21	BOLL
IFNA21	CEP97
IFNA21	CHRNB4
IFNA21	CYSLTR2
IFNA21	DPPA4
IFNA21	OPRM1
IFNA21	RHPN2
IFNA21	SHC4
IFNA21	SHISA9
IFNA21	SMR3A
IFNA21	SPAM1
IFNA21	SPOCK3
IFNA21	TAS2R43
IFNA21	XIST
IFNA5	UGT2B7
IFNA5	TEKT2
IFNA5	LRIT1
IFNA5	C10orf113
IFNA5	LRRC16B
IFNA5	LINC00663
IFNA5	CCDC138
IFNA5	FLJ38723*
IFNA5	DAOA
IFNA5	EFR3B
IFNA5	KIF2C
IFNAR2	USP4
IFNAR2	KCNS3
IFNAR2	COPZ2
IFNAR2	LCOR
IFNAR2	AKNA
IFNAR2	ARHGAP27
IFNAR2	BRD2
IFNAR2	WWC3
IFRD2	UBE2M
IFRD2	FLAD1
IFT172	LMLN
IFT20	CDKL3
IFT20	KRI1
IFT20	PRMT2
IFT20	ST3GAL1
IFT74	FAM21C
IFT81	RAD54B
IFT81	SPIN3
IGDCC3	GABRG1
IGDCC4	LRRC17
IGDCC4	MMP27
IGDCC4	CYP3A5
IGDCC4	FAM198A
IGDCC4	PDZRN4
IGDCC4	PLA2G5
IGDCC4	PRDM8
IGF1	NR2F1
IGF2-AS	GUCY2C
IGFBP5	CDK14
IGHMBP2	MRGPRF
IGJ	OR1F1
IKZF1	MNAT1
IKZF1	ITGA4
IKZF3	PPP2R5D
IL10RA	CD33
IL12B	RPRML
IL13RA1	MCM6
IL13RA1	TUBGCP2
IL15	WDR54
IL15	COL4A3
IL17A	SMCP
IL17A	SNORA35
IL17A	ARHGAP39
IL17A	BCL2L15
IL17A	BMPR1B
IL17A	CA5B
IL17A	CDH2
IL17A	CYP4F11
IL17A	F11
IL17A	FGF23
IL17A	G3BP2
IL17A	GNG4
IL17A	GRIK4
IL17A	HTR2A
IL17A	MYBBP1A
IL17A	NKX3-2
IL17A	NSUN5
IL17A	PRR3
IL17A	SOX13
IL17A	TRH
IL17A	VSIG2
IL17RC	KRTAP4-8
IL17RC	VSNL1
IL1RN	CCNB2
IL1RN	CSGALNACT2
IL1RN	CDKN3
IL1RN	LACTB
IL1RN	SLC36A1
IL1RN	ST14
IL1RN	UBE2C
